description	enabled	ladder	min diff	version	op	param	value	*stat	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	*mod 1 skillname	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	*mod 2 skillname	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	*mod 3 skillname	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	*mod 4 skillname	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	*mod 5 skillname	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	*b mod 1 skillname	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	*b mod 2 skillname	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	*b mod 3 skillname	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	*b mod 4 skillname	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	*b mod 5 skillname	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	*c mod 1 skillname	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	*c mod 2 skillname	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	*c mod 3 skillname	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	*c mod 4 skillname	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	*c mod 5 skillname	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Anointment - Magic Helm 57	1			100	18	286	57			1	"helm,mag"							useitem				anointed				1	1	anointed_dummy				-57	-57	hp/lvl			12																																																																																			0
Anointment - Magic Helm 58	1			100	18	286	58			1	"helm,mag"							useitem				anointed				1	1	anointed_dummy				-58	-58	mana/lvl			12																																																																																			0
Anointment - Magic Helm 59	1			100	18	286	59			1	"helm,mag"							useitem				anointed				1	1	anointed_dummy				-59	-59	hp/lvl			6			mana/lvl			6																																																																													0
Anointment - Magic Helm 60	1			100	18	286	60			1	"helm,mag"							useitem				anointed				1	1	anointed_dummy				-60	-60	str/lvl			8																																																																																			0
Anointment - Magic Helm 61	1			100	18	286	61			1	"helm,mag"							useitem				anointed				1	1	anointed_dummy				-61	-61	dex/lvl			8																																																																																			0
Anointment - Magic Helm 62	1			100	18	286	62			1	"helm,mag"							useitem				anointed				1	1	anointed_dummy				-62	-62	str/lvl			4			dex/lvl			4																																																																													0
Anointment - Magic Helm 63	1			100	18	286	63			1	"helm,mag"							useitem				anointed				1	1	anointed_dummy				-63	-63	sock				3	3																																																																																	0
Anointment - Magic Shield 1	1			100	18	286	1			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-1	-1	thorns				800	1500																																																																																	0
Anointment - Magic Shield 2	1			100	18	286	2			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-2	-2	block				3	5	block2				40	40																																																																											0
Anointment - Magic Shield 3	1			100	18	286	3			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-3	-3	dmg-max				31	40																																																																																	0
Anointment - Magic Shield 4	1			100	18	286	4			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-4	-4	ease				-40	-40																																																																																	0
Anointment - Magic Shield 5	1			100	18	286	5			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-5	-5	res-all				35	35	res-all-max				3	5																																																																											0
Anointment - Magic Shield 6	1			100	18	286	6			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-6	-6	red-dmg%				18	25	thorns/lvl			192			ac%				251	325																																																																					0
Anointment - Magic Shield 7	1			100	18	286	7			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-7	-7	oskill		Sharpened Focus	17	1	10	oskill		Inner Sight	8	1	10																																																																											0
Anointment - Magic Shield 8	1			100	18	286	8			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-8	-8	oskill		Clay Golem	75	8	12	oskill		Bone Armor	79	6	8																																																																											0
Anointment - Magic Shield 9	1			100	18	286	9			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-9	-9	oskill		Raise Skeleton	95	8	12	oskill		Iron Maiden	69	6	8																																																																											0
Anointment - Magic Shield 10	1			100	18	286	10			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-10	-10	oskill		BloodGolem	85	8	12	oskill		Bone Armor	79	6	8																																																																											0
Anointment - Magic Shield 11	1			100	18	286	11			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-11	-11	oskill		FireGolem	94	8	12	oskill		Bone Armor	79	6	8																																																																											0
Anointment - Magic Shield 12	1			100	18	286	12			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-12	-12	oskill		Raise Skeletal Mage	80	8	12	oskill		Iron Maiden	69	6	8																																																																											0
Anointment - Magic Shield 13	1			100	18	286	13			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-13	-13	oskill		Raven	221	8	12	oskill		Heart of Wolverine	241	1	4	oskill		Thunderclaws	231	1	4																																																																					0
Anointment - Magic Shield 14	1			100	18	286	14			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-14	-14	oskill		Summon Spirit Wolf	222	8	12	oskill		Heart of Wolverine	241	1	4	oskill		Twin Fangs	226	1	4																																																																					0
Anointment - Magic Shield 15	1			100	18	286	15			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-15	-15	oskill		Summon Spirit Wolf	222	8	12	oskill		Heart of Wolverine	241	1	4	oskill		Contagion	237	1	4																																																																					0
Anointment - Magic Shield 16	1			100	18	286	16			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-16	-16	oskill		Summon Fenris	389	8	12	oskill		Heart of Wolverine	241	1	4	oskill		Ferocious Bite	227	1	4																																																																					0
Anointment - Magic Shield 17	1			100	18	286	17			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-17	-17	oskill		Spirit of Nature	236	1	8																																																																																	0
Anointment - Magic Shield 18	1			100	18	286	18			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-18	-18	res-pois-len				75	75																																																																																	0
Anointment - Magic Shield 19	1			100	18	286	19			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-19	-19	nofreeze				1	1																																																																																	0
Anointment - Magic Shield 20	1			100	18	286	20			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-20	-20	balance3				30	30																																																																																	0
Anointment - Magic Shield 21	1			100	18	286	21			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-21	-21	regen				501	1000																																																																																	0
Anointment - Magic Shield 22	1			100	18	286	22			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-22	-22	hp				151	250																																																																																	0
Anointment - Magic Shield 23	1			100	18	286	23			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-23	-23	str				21	30	strpercent				10	20																																																																											0
Anointment - Magic Shield 24	1			100	18	286	24			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-24	-24	dex				21	30	dexpercent				21	30																																																																											0
Anointment - Magic Shield 25	1			100	18	286	25			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-25	-25	indestruct				1	1																																																																																	0
Anointment - Magic Shield 26	1			100	18	286	26			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-26	-26	gethit-skill		Frozen Armor	40	4	50																																																																																	0
Anointment - Magic Shield 27	1			100	18	286	27			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-27	-27	gethit-skill		Static Field	54	33	50																																																																																	0
Anointment - Magic Shield 28	1			100	18	286	28			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-28	-28	gethit-skill		Shiver Armor	50	4	50																																																																																	0
Anointment - Magic Shield 29	1			100	18	286	29			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-29	-29	gethit-skill		Chilling Armor	60	4	50																																																																																	0
Anointment - Magic Shield 30	1			100	18	286	30			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-30	-30	gethit-skill		Hydra	62	33	50																																																																																	0
Anointment - Magic Shield 31	1			100	18	286	31			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-31	-31	all-stats				31	35																																																																																	0
Anointment - Magic Shield 32	1			100	18	286	32			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-32	-32	res-cold/lvl			8																																																																																			0
Anointment - Magic Shield 33	1			100	18	286	33			1	"shld,mag"							useitem				anointed				1	1	anointed_dummy				-33	-33	res-fire/lvl			8																																																																																			0
