name	version	compactsave	rarity	spawnable	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Plated Boots	0	0	1	1	174	222	0	120	0	0	18	0	70	2	58	6457	53808	ytb	ytb		320	mbt	tbt	xtb	ytb	16	2	2	1	2	1	flptbt	invtbt						1			0	0	0	0	0	0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0		0	6	0	126	225	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Gladiator Boots	0	0	1	1	186	238	0	160	0	0	24	0	76	2	61	6932	63482	yhb	yhb		320	hbt	hbt	xhb	yhb	16	2	2	1	2	1	flphbt	invhbt						2			0	0	0	0	0	0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0		0	6	0	125	229	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Hemp Band	0	0	1	1	160	196	0	40	0	0	12	0	59	2	46	4855	35058	alb	alb		320	lbl	lbl	zlb	alb	16	2	1	1	2	2	flplbl	invlbl									0	0	0	0	0	0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Rogue Belt	0	0	1	1	170	210	0	40	0	0	14	0	61	2	51	5332	38860	avb	avb		320	vbl	vbl	zvb	avb	16	2	1	1	2	2	flpvbl	invvbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Merchant Belt	0	0	1	1	170	214	0	120	0	0	16	0	64	2	56	5891	44375	bmb	bmb		320	mbl	mbl	zmb	bmb	16	2	1	1	2	2	flpmbl	invmbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Military Belt	0	0	1	1	180	228	0	110	0	0	18	0	70	2	59	6398	52672	atb	atb		320	mbl	tbl	ztb	atb	16	2	1	1	2	2	flptbl	invtbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Girdle	0	0	1	1	190	242	0	140	0	0	24	0	76	2	62	6881	62972	ahb	ahb		320	hbl	hbl	zhb	ahb	16	2	1	1	2	2	flphbl	invhbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Demon Skull	0	0	1	1	200	244	0	120	0	0	40	0	72	2	63	12159	76020	yh9	yh9		320	bhm	bhm	xh9	yh9	0	2	2	1	3	1	flpbhm	invbhm	invbhmu	invbhmu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	2	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Demon Shield	0	0	1	1	182	221	0	120	0	4	74	0	69	2	57	13980	74572	ysh	ysh		320	bsh	bsh	xsh	ysh	7	2	3	1	3	2	flpbsh	invbsh	invxshu	invxshu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	76	112	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Thorned Shield	0	0	1	1	154	187	0	85	0	4	83	0	61	2	51	11930	52989	ypk	ypk		306	spk	spk	xpk	ypk	7	2	3	1	4	2	flpspk	invspk	invxpku	invxpku							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	70	122	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Hachigane	0	0	1	1	15	25	0	15	0	0	40	0	4	2	1	810	3947	cix	cix	3	320	lit	cix	ci4	ci2	0	2	2	1	2	1	flpci0	invhachi		invvega							0	0	0	0	0	0	xxx			circ		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255	1	2	1	2	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	ci4	ci2	1		
Spirit Crown	0	0	1	1	30	42	0	25	0	0		1	16	2	12	4125	10625	eht	eht		320	lit	eht	xht	yht	0	2	2	1	2	1	flpcrn	inveht									0	0	0	0	0	0	xxx			scrn		item_gem	12	item_gem	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255	2	3	2	3	20					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xht	yht	1		
Ethereal Crown	0	0	1	1	75	112	0	15	0	0		1	45	2	25	5625	57500	xht	xht		320	lit	eht	xht	yht	0	2	2	1	3	1	flpcrn	inveht									0	0	0	0	0	0	xxx			scrn		item_gem	12	item_gem	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Enchanted Crown	0	0	1	1	142	157	0	20	0	0		1	74	2	60	8500	118494	yht	yht		320	lit	eht	xht	yht	0	2	2	1	4	1	flpcrn	inveht									0	0	0	0	0	0	xxx			scrn		item_gem	12	item_gem	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Dwarven Crown	0	0	1	1	40	58	0	48	0	0	50	0	33	2	0	3456	7439	dwc	dwc		308	lit	dwc	xdw	ydw	0	2	2	1	2	1	flpci0	invxrnu									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255	1	8	0	xdw	ydw	1		
Dwarven Helm	0	0	1	1	96	127	0	100	0	0	60	0	58	2	25	5663	53125	xdw	xdw		308	lit	dwc	xdw	ydw	0	2	2	1	3	1	flpci0	invxrnu									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Dwarven Battle Helm	0	0	1	1	155	189	0	128	0	0	60	0	83	2	60	7869	116360	ydw	ydw		308	lit	dwc	xdw	ydw	0	2	2	1	4	1	flpci0	invxrnu									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Cloak	0	0	1	1	50	62	-10	15	0	0	20	0	12	2	0	337	1250	clk	clk		320	qlt	clk	xlk	ylk	1	2	3	1	3	2	flpqlt	invclk							1		0	0	0	0	0	0	xxx			clok		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255	1	2	1	2	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xlk	ylk	1		
Summoner's Cloak	0	0	1	1	235	259	-10	30	0	0	20	0	41	2	25	1875	26250	xlk	xlk		320	qlt	clk	xlk	ylk	1	2	3	1	4	2	flpqlt	invclk		invrob					1		0	0	0	0	0	0	xxx			clok		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Enchanted Cloak	0	0	1	1	612	622	-10	45	0	0	20	0	70	2	50	2656	213312	ylk	ylk		320	qlt	clk	xlk	ylk	1	2	3	1	5	2	flpqlt	invclk							1		0	0	0	0	0	0	xxx			clok		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Robe	0	0	1	1	18	22	0	20	0	0	20	0	18	2	0	1062	1875	rob	rob		320	qlt	rob	xrb	yrb	1	2	3	1	4	2	flpqlt	invrob								1	0	0	0	0	0	0	xxx			robe		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255	2	3	2	3	20					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xrb	yrb	1		
Mage Robe	0	0	1	1	155	171	0	40	0	0	20	0	47	2	25	3151	27812	xrb	xrb		320	qlt	rob	xrb	yrb	1	2	3	1	5	2	flpqlt	invxrb								1	0	0	0	0	0	0	xxx			robe		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Archmage Robe	0	0	1	1	573	584	0	60	0	0	20	0	76	2	60	4102	226250	yrb	yrb		320	qlt	rob	xrb	yrb	1	2	3	1	6	2	flpqlt	invxrb								1	0	0	0	0	0	0	xxx			robe		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Spiked Shoulder	0	0	1	1	239	271	0	30	0	0		1	32	2	0	4791	34732	shl	shl		306	stu	shl	xhh	yhh	1	2	3	1	2	2	flpbrs	invshl		invmotoko	2	2			2	2	0	0	0	0	0	0	xxx			tors		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255					255					255	5	8	0	xhh	yhh	1		
Thorned Armor	0	0	1	1	462	506	0	60	0	0		1	57	2	25	14570	150593	xhh	xhh		306	stu	shl	xhh	yhh	1	2	3	1	3	2	flpbrs	invshl			2	2			2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Spiked Armor	0	0	1	1	747	766	0	100	0	0		1	82	2	58	29033	338245	yhh	yhh		306	stu	shl	xhh	yhh	1	2	3	1	4	2	flpbrs	invshl			2	2			2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Elven Chain	0	0	1	1	307	343	1	50	0	0	20	0	33	2	0	8174	96875	elv	elv		320	scl	elv	xlv	ylv	1	2	3	1	2	2	flpscl	invelv			2		1	1	2	2	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255	1	8	0	xlv	ylv	1		
Drow Adamantite Chain	0	0	1	1	524	572	1	100	0	0	30	0	58	2	25	13147	222312	xlv	xlv		320	scl	elv	xlv	ylv	1	2	3	1	2	2	flpscl	invelv			2		1	1	2	2	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Sylvan Chain	0	0	1	1	788	809	1	150	0	0	30	0	83	2	66	21079	366666	ylv	ylv		320	scl	elv	xlv	ylv	1	2	3	1	3	2	flpscl	invelv		invxtuu	2		1	1	2	2	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Fortress Shield	0	0	1	1	48	72	1	80	0	4	60	0	31	2	0	2266	11250	fts	fts		320	kit	fts	xft	yft	7	2	3	1	4	2	flpkit	invxit									0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	8	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255	5	8	0	xft	yft	1		
Reflection Shield	0	0	1	1	37	75	1	50	0	8	30	0	56	2	25	3516	63750	xft	xft		320	kit	fts	xft	yft	7	2	3	1	4	2	flpkit	invxit									0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	38	46	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Ceremonial Shield	0	0	1	1	195	236	1	100	0	12	30	0	81	2	65	4649	108325	yft	yft		320	kit	fts	xft	yft	7	2	3	1	4	2	flpkit	invxit									0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	58	126	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Iron Guards	0	0	1	1	36	60	1	70	0	0	20	0	30	2	0	1500	6875	irg	irg		320	mgl	irg	xig	yig	16	2	2	1	2	0	flptgl	invirg			2	2					0	0	0	0	0	0	xxx			glov		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255	1	8	0	xig	yig	1		
Imperial Guards	0	0	1	1	112	152	1	125	0	0	20	0	55	2	25	2750	30718	xig	xig		320	mgl	irg	xig	yig	16	2	2	1	2	0	flphgl	invxig			2	2					0	0	0	0	0	0	xxx			glov		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Royal Guards	0	0	1	1	180	236	1	160	0	0	20	0	80	2	64	3500	53827	yig	yig		320	mgl	irg	xig	yig	16	2	2	1	2	0	flphgl	invxig			2	2					0	0	0	0	0	0	xxx			glov		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Dimensional Boots	0	0	1	1	24	48	1	50	0	0	20	0	30	2	0	1667	4687	dbt	dbt		320	hbt	dbt	xbt	ybt	16	2	2	1	2	1	flphbt	invdbt		invhbt							0	0	0	0	0	0	xxx			boot		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	6	0	27	39	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255	5	8	0	xbt	ybt	1		
Mystile Boots	0	0	1	1	120	160	1	110	0	0	20	0	55	2	25	2917	23750	xbt	xbt		320	hbt	dbt	xbt	ybt	16	2	2	1	2	1	flphbt	invdbt									0	0	0	0	0	0	xxx			boot		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	6	0	72	137	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Spirit Boots	0	0	1	1	198	254	1	140	0	0		1	80	2	65	3751	53808	ybt	ybt		320	hbt	dbt	xbt	ybt	16	2	2	1	2	1	flphbt	invdbt									0	0	0	0	0	0	xxx			boot		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	6	0	123	234	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Muscle Belt	0	0	1	1	36	60	1	80	0	0	30	0	30	2	0	1564	5625	msb	msb		307	hbl	msb	xms	yms	16	2	1	1	2	2	flphbl	invmsb									0	0	0	0	0	0	xxx			belt		item_platearmor	12	item_platearmor	0	0	5	0	0	3	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xms	yms	1		
Titan Brace	0	0	1	1	120	160	1	100	0	0	40	0	55	2	25	2814	29375	xms	xms		307	hbl	msb	xms	yms	16	2	1	1	2	2	flphbl	invmsb									0	0	0	0	0	0	xxx			belt		item_platearmor	12	item_platearmor	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Gladiator Wrap	0	0	1	1	200	256	1	125	0	0	40	0	80	2	62	3597	62972	yms	yms		307	hbl	msb	xms	yms	16	2	1	1	2	2	flphbl	invmsb									0	0	0	0	0	0	xxx			belt		item_platearmor	12	item_platearmor	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Cap/hat	0	0	1	0	6	12	0	15	0	0	12	0	1	2	0	16	754	2ap	cap		320	cap	2ap	4ap	uap	0	2	2	1	2	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xap	yap	1		
Skull Cap	0	0	4	0	12	18	0	15	0	0	18	0	5	2	0	110	1387	2kp	skp		320	skp	2kp	4kp	ukp	0	2	2	1	2	1	flpskp	invskp									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xkp	ykp	1		
Helm	0	0	4	0	18	27	0	26	0	0	24	0	11	2	0	389	2785	2lm	hlm		320	hlm	2lm	4lm	ulm	0	2	2	1	2	1	flphlm	invhlm	invhlmu	invhlmu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xlm	ylm	1		
Full Helm	0	0	4	0	30	42	0	41	0	0	30	0	15	2	0	773	3950	2hl	fhl		320	fhl	2hl	4hl	uhl	0	2	2	1	2	1	flpfhl	invfhl	invfhlu	invfhlu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xhl	yhl	1		
Great Helm	0	0	4	0	48	69	5	50	0	0	40	0	23	2	0	1544	7439	2hm	ghm		320	ghm	2hm	4hm	uhm	0	2	2	1	3	1	flpghm	invghm									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xhm	yhm	1		
Crown	0	0	4	0	54	78	5	55	0	0	50	0	27	2	0	2086	10937	2rn	crn		320	crn	2rn	4rn	urn	0	2	2	1	3	1	flpcrn	invcrn									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xrn	yrn	1		
Mask	0	0	4	0	36	51	0	23	0	0	20	0	19	2	0	714	4446	2sk	msk		320	msk	2sk	4sk	usk	0	2	2	1	3	1	flpmsk	invmsk									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xsk	ysk	1		
Quilted Armor	0	0	1	0	18	22	0	15	0	0	20	0	1	2	0	35	758	2ui	qui		320	qlt	2ui	4ui	uui	1	2	3	1	4	2	flpqlt	invqlt			0	0	0	0	1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xui	yui	1		
Leather Armor	0	0	2	0	23	29	0	15	0	0	24	0	3	2	0	120	1090	2ea	lea		320	lea	2ea	4ea	uea	1	2	3	1	4	2	flplea	invlea			0	0	1	0	1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xea	yea	1		
Hard Leather Armor	0	0	3	0	30	38	0	20	0	0	28	0	5	2	0	265	1581	2la	hla		320	hla	2la	4la	ula	1	2	3	1	4	2	flphla	invhla			1	1	1	0	1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xla	yla	1		
Studded Leather	0	0	4	0	39	49	0	27	0	0	32	0	8	2	0	596	2658	2tu	stu		320	stu	2tu	4tu	utu	1	2	3	1	4	2	flpstu	invstu			1	0	0	1	1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xtu	ytu	1		
Ring Mail	0	0	4	0	50	62	2	36	0	0	26	0	11	2	0	1107	3772	2ng	rng		320	rng	2ng	4ng	ung	1	2	3	1	5	2	flprng	invrng			0	0	1	1	1	1	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xng	yng	1		
Scale Mail	0	0	4	0	63	77	3	44	0	0	36	0	13	2	0	1627	5019	2cl	scl		320	scl	2cl	4cl	ucl	1	2	3	1	6	2	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xcl	ycl	1		
Chain Mail	0	0	4	0	78	94	2	48	0	0	45	0	15	2	0	2340	6887	2hn	chn		320	chn	2hn	4hn	uhn	1	2	3	1	5	2	flpchn	invchn			1	1	1	1	2	2	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xhn	yhn	1		
Breast Plate	0	0	4	0	95	113	1	30	0	0	50	0	18	2	0	2509	8356	2rs	brs		320	brs	2rs	4rs	urs	1	2	3	1	4	2	flpbrs	invbrs			0	0	2	0	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xrs	yrs	1		
Splint Mail	0	0	4	0	114	136	2	51	0	0	30	0	20	2	0	3186	12493	2pl	spl		320	spl	2pl	4pl	upl	1	2	3	1	5	2	flpspl	invspl			1	1	2	1	1	1	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xpl	ypl	1		
Plate Mail	0	0	4	0	152	178	3	65	0	0	60	0	24	2	0	4042	19813	2lt	plt		320	plt	2lt	4lt	ult	1	2	3	1	6	2	flpplt	invplt			2	2	2	2	1	1	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xlt	ylt	1		
Field Plate	0	0	4	0	179	207	2	55	0	0	48	0	27	2	0	4230	24173	2ld	fld		320	fld	2ld	4ld	uld	1	2	3	1	5	2	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xld	yld	1		
Gothic Plate	0	0	4	0	208	238	2	70	0	0	55	0	29	2	0	5580	38208	2th	gth		320	gth	2th	4th	uth	1	2	3	1	5	2	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xth	yth	1		
Full Plate Mail	0	0	4	0	272	306	3	80	0	0	70	0	31	2	0	7149	58440	2ul	ful		320	ful	2ul	4ul	uul	1	2	3	1	6	2	flpful	invful	invfulu	invfulu	2	2	2	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xul	yul	1		
